title,price,mileage,fuel,hp,type,region,is_amg,color,age
mercedes-benz gle 400 e/ plug-in/ amg/ facelift/ coupe/ airmatic/ burm/,169780,9000,plug-in hybrid,381.0,coupe,sofia,1,black,2
mercedes-benz gle 400 * coupe* night* amg* distr*,174800,7700,plug-in hybrid,388.0,coupe,sofia,1,gray,2
mercedes-benz gle 400 e* plug in hybrid* 22* pano* burmester*,178880,6200,plug-in hybrid,381.0,jeep,sofia,0,black,1
mercedes-benz gle 400 * coupe* amg* 4m* burm* pano* night* led* distroni,186800,3900,plug-in hybrid,388.0,coupe,sofia,1,black,1
mercedes-benz gle 43 amg gle43 amg panorama 360kamera keyless  harman kard,52000,210000,gasoline,390.0,jeep,stara zagora,1,white,7
mercedes-benz gle 43 amg biturbo,57777,91000,gasoline,390.0,jeep,sofia,1,black,8
mercedes-benz gle 43 amg,61900,190000,gasoline,390.0,jeep,sofia,1,black,7
mercedes-benz gle 43 amg,62000,123000,gasoline,390.0,jeep,ruse,1,white,8
mercedes-benz gle 43 amg 4m* лизинг* 360 camera* keyless* harman kardon,67900,83900,gasoline,390.0,jeep,sofia,1,dark gray,7
mercedes-benz gle 43 amg 43 amg,68000,61000,gasoline,390.0,jeep,sofia,1,red,7
mercedes-benz gle 43 amg * pano* full*,68188,146000,gasoline,370.0,coupe,plovdiv,1,black,8
mercedes-benz gle 43 amg gle 4.3 amg,69999,145000,gasoline,390.0,jeep,sofia,1,black,8
mercedes-benz gle 43 amg 367ps panorama 130000km!!!,69999,130000,gasoline,367.0,jeep,sofia,1,silver,9
mercedes-benz gle 43 amg нов вноскупегермания топ състояние реал км амг 43,73555,209000,gasoline,390.0,coupe,sofia,1,white,8
mercedes-benz gle 43 amg 4matic/harman kardon,74900,69960,gasoline,367.0,jeep,sofia,1,white,8
mercedes-benz gle 43 amg coupe,76440,206000,gasoline,367.0,coupe,plovdiv,1,black,8
mercedes-benz gle 43 amg,77000,79001,gasoline,390.0,coupe,sofia,1,blue,9
"mercedes-benz gle 43 amg coupe, обслужен, каско, регистриран",77900,115000,gasoline,367.0,coupe,gabrovo,1,white,8
mercedes-benz gle 43 amg 4matic* pano* вентилация* 360* keyless* h/k,78398,103817,gasoline,390.0,jeep,sofia,1,black,7
mercedes-benz gle 43 amg,79999,172000,gasoline,390.0,jeep,plovdiv,1,white,7
mercedes-benz gle 43 amg amg shadow line/ 4matic/9g-tronic/harman kardon/,81700,217249,gasoline,390.0,jeep,plovdiv,1,black,8
mercedes-benz gle 43 amg coupe 4 matic,82500,135950,gasoline,390.0,coupe,sofia,1,light gray,6
mercedes-benz gle 43 amg coupe / нов внос,85000,159000,gasoline,367.0,coupe,sofia,1,black,8
mercedes-benz gle 43 amg 4matic,89900,97000,gasoline,390.0,jeep,sofia,1,black,7
mercedes-benz gle 43 amg mercedes-benz gle 43 amg 4-matic coupe,98999,113000,gasoline,370.0,coupe,sofia,1,metallic,8
mercedes-benz gle 43 amg 28 хил. км designo,99999,28000,gasoline,385.0,jeep,sofia,1,black,6
mercedes-benz gle 450 eq boost amg package,96000,84000,gasoline,367.0,jeep,plovdiv,1,gray,5
mercedes-benz gle 450 4matic amg-line,96999,147000,gasoline,367.0,jeep,sofia,1,black,6
mercedes-benz gle 450,99000,129300,gasoline,367.0,jeep,sliven,0,gray,5
mercedes-benz gle 450 amg package,99900,98000,gasoline,367.0,jeep,sofia,1,gray,4
mercedes-benz gle 450 amg/active body control/обдухване/въздушно,102000,126000,gasoline,367.0,jeep,sofia,1,black,5
mercedes-benz gle 450 gle-amg line топ!!!,104999,103000,gasoline,367.0,jeep,pazardzhik,1,black,6
mercedes-benz gle 450 4 matic* widescreen* 360* multibeam led,106000,75000,gasoline,367.0,jeep,sofia,0,black,5
"mercedes-benz gle 450 amg, 7мес, аrm, панорама, дистроник, кам.360, фул",99000,198700,gasoline,367.0,jeep,plovdiv,1,blue,4
mercedes-benz gle 450 eq boost amg line може и бартер за е лек или glc,120000,50000,gasoline,367.0,jeep,dobrich,1,light gray,5
mercedes-benz gle 450,129999,150000,gasoline,367.0,jeep,sofia,0,green,4
mercedes-benz gle 450,145000,150000,diesel,330.0,jeep,targovishte,0,dark gray,1
mercedes-benz gle 450 4 matic amg,145500,12462,gasoline,389.0,jeep,sofia,1,black,3
mercedes-benz gle 450,152000,46550,gasoline,367.0,jeep,ruse,0,black,6
mercedes-benz gle 450,167900,12000,gasoline,367.0,jeep,sofia,0,black,2
mercedes-benz gle 450 d 4m #burmester #keygo #pano #night #hud #icarbg,149900,39731,diesel,367.0,jeep,stara zagora,0,silver,2
mercedes-benz gle 450 4matic = amg line= гаранция,150250,6500,gasoline,381.0,jeep,sofia,1,white,2
mercedes-benz gle 450 d coupe 4matic amg line,189999,36000,diesel,367.0,coupe,sofia,1,black,2
mercedes-benz gle 450 amg/facelift/4m/night/pano/burm/hud/360/airmatic/,160980,6393,gasoline,381.0,jeep,sofia,1,dark gray,2
mercedes-benz gle 450 d 4m amg pano airmatic 360 camera,162400,5550,diesel,367.0,jeep,sofia,1,silver,1
mercedes-benz gle 450 4m amg pano navi 360 camera,162500,10000,gasoline,367.0,jeep,sofia,1,black,1
mercedes-benz gle 450 d/amg/facelift/4m/pano/burm/360/airmatic/7-местен,162780,12347,diesel,367.0,jeep,sofia,1,black,2
mercedes-benz gle 450 d 4m coupé amg,164000,25000,diesel,367.0,jeep,sofia,1,gray,2
mercedes-benz gle 450 4matic = amg line advanced plus= гаранция,165920,8500,gasoline,381.0,jeep,sofia,1,black,1
mercedes-benz gle 450 d 4matic + amg,199999,38000,diesel,367.0,coupe,sofia,1,black,2
mercedes-benz gle 450 d 4matic amg-line,199999,22000,diesel,387.0,jeep,sofia,1,black,2
mercedes-benz gle 450 d/amg/facelift/night/pano/burm/airmatic/360/multib,167780,20584,diesel,367.0,jeep,sofia,1,black,2
mercedes-benz gle 450 d/4m/amg-line/burmester/pano,169900,18500,diesel,367.0,jeep,varna,1,gray,1
mercedes-benz gle 450 d 4m coupe amg night-pack 360 burm,169900,14000,diesel,367.0,coupe,sofia,1,black,1
mercedes-benz gle 450 d 4matic amg-line,169999,35000,diesel,367.0,jeep,sofia,1,black,2
mercedes-benz gle 450 coupe* amg-line* pano* night-pack* 360* burmaister,170500,14400,diesel,367.0,coupe,plovdiv,1,gray,2
mercedes-benz gle 450 d/amg/coupe/facelift/night/burm/360/airmatic/22/,170780,13048,diesel,367.0,coupe,sofia,1,white,2
mercedes-benz gle 450 d 4matic = amg line advanced plus= гаранция,173750,13500,diesel,387.0,jeep,sofia,1,white,1
mercedes-benz gle 450 d 4m coupe amg night pano head up,174300,15000,diesel,367.0,coupe,sofia,1,black,1
mercedes-benz gle 450 d 4m coupe amg night head up pano burmester,174500,15000,diesel,367.0,coupe,sofia,1,white,1
mercedes-benz gle 450 d/amg/coupe/facelift/night/burm/360/airmatic/pano/,175980,16550,diesel,367.0,coupe,sofia,1,black,2
mercedes-benz gle 450 d/amg/facelift/4m/night/pano/burm/360/airmatic/21,176980,13260,diesel,367.0,jeep,sofia,1,black,2
mercedes-benz gle 450 d/ facelift/ coupe/ night/airmatic/pano/burm/ 360/,179980,9300,diesel,367.0,coupe,sofia,0,black,2
mercedes-benz gle 450 d coupe amg-line,179999,49000,diesel,367.0,coupe,sofia,1,gray,2
mercedes-benz gle 450 d coupe 4matic = amg line premium plus= гаранция,180000,9000,diesel,387.0,coupe,sofia,1,black,2
mercedes-benz gle 450 d* amg* pano* keyless* distronic* burmester,182770,29000,diesel,367.0,jeep,sofia,1,dark gray,2
mercedes-benz gle 450 d 4matic+ amg-line,182999,10000,diesel,367.0,jeep,sofia,1,black,2
mercedes-benz gle 450 4m amg-line burmseter* pano* headup*,186200,10,hybrid,381.0,jeep,plovdiv,1,black,1
mercedes-benz gle 450 4matic amg* parkp* 360 * mbux,188158,8000,diesel,367.0,jeep,sofia,1,black,1
mercedes-benz gle 450 d coupe 4matic amg-line,199999,22000,diesel,367.0,coupe,sofia,1,gray,2
mercedes-benz gle 450 d coupe 4matic amg-line,206999,10000,diesel,367.0,coupe,sofia,1,black,1
"mercedes-benz gle 450 amg готов фининасовый лизинг, 367 к.с. , panorama",69900,188000,gasoline,367.0,jeep,varna,1,black,9
mercedes-benz gle 450 amg 450amg 4matic,77990,129250,gasoline,367.0,jeep,sofia,1,black,9
mercedes-benz gle 450 amg coupe,78400,189000,gasoline,367.0,coupe,plovdiv,1,black,10
mercedes-benz gle 450 amg 4 matic,79000,189397,gasoline,367.0,jeep,veliko tarnovo,1,black,10
mercedes-benz gle 450 amg 4matic,72999,187500,gasoline,367.0,coupe,sofia,1,red,9
mercedes-benz gle 450 amg amg package,99900,98078,gasoline,367.0,jeep,sofia,1,beige,4
mercedes-benz gle 450 amg eq-boost mild-hibrid,119000,120000,gasoline,367.0,jeep,ruse,1,white,4
mercedes-benz gle 450 amg,119800,78100,gasoline,367.0,jeep,sofia,1,chameleon,5
mercedes-benz gle 450 amg 4matic,119900,128000,gasoline,367.0,jeep,burgas,1,black,6
"mercedes-benz gle 450 amg 4м/360/burmester 4d/панор/3хtv обдухване , фулл!!!",120000,60000,gasoline,390.0,jeep,blagoevgrad,1,gray,5
mercedes-benz gle 450 amg германия,122000,69000,gasoline,367.0,jeep,sofia,1,black,5
mercedes-benz gle 450 amg 4matic,128000,63935,gasoline,367.0,jeep,sofia,1,gray,5
mercedes-benz gle 450 amg  amg,109760,89000,gasoline,367.0,jeep,sofia,1,green,6
mercedes-benz gle 450 amg amg/4matic/hud/обдухване/панорама/6+ 1,114900,87000,gasoline,367.0,jeep,varna,1,dark gray,6
mercedes-benz gle 450 amg,119000,49000,gasoline,367.0,jeep,plovdiv,1,dark gray,6
mercedes-benz gle 450 amg 4 matik line,127000,50000,gasoline,367.0,jeep,veliko tarnovo,1,light gray,2
mercedes-benz gle 450 amg d 4m amg/mbux,177000,17135,diesel,367.0,jeep,sofia,1,black,1
mercedes-benz gle 450 amg,174438,9900,diesel,367.0,jeep,sofia,1,black,1
mercedes-benz gle 450 amg d 4matic coupe,209800,8000,diesel,367.0,coupe,sofia,1,black,1
mercedes-benz gle 450 amg 4matic 6+ 1,210800,8000,diesel,367.0,jeep,sofia,1,black,0
mercedes-benz gle 450 amg d coupe/ amg/ 4matic,176398,20,diesel,367.0,coupe,sofia,1,gray,2
mercedes-benz gle 450 amg d 4matic coupe,218500,8000,diesel,367.0,coupe,burgas,1,white,1
mercedes-benz gle 500 gle550 * amg* v8* pano* harman ka* massage,56000,129800,gasoline,449.0,jeep,sofia,1,black,8
mercedes-benz gle 500 дистроник/камера 360/белгия/ бартер,58800,156000,gasoline,333.0,jeep,sofia,0,gray,8
mercedes-benz gle 500 amg* designo* panorama* 360cam* h&k* full* top*,63777,187000,plug-in hybrid,445.0,jeep,sofia,1,black,8
mercedes-benz gle 500 amg* panorama* keyless* distr* harman kardon,68600,127000,gasoline,455.0,jeep,sofia,1,black,8
mercedes-benz gle 500 amg,69990,185000,gasoline,455.0,jeep,burgas,1,blue,7
mercedes-benz gle 500 amg,65000,198000,gasoline,455.0,jeep,sofia,1,black,9
mercedes-benz gle 500,95000,54000,gasoline,455.0,jeep,sofia,0,white,8
mercedes-benz gle 53 4matic night package,125000,80000,gasoline,435.0,jeep,plovdiv,0,black,5
mercedes-benz gle 53 4matic,127000,100000,hybrid,435.0,jeep,pleven,0,white,5
mercedes-benz gle 53 4matic + amg eq boost exclusive,129900,156567,gasoline,435.0,jeep,sofia,1,black,5
mercedes-benz gle 53 4matic amg+ laser night pano 22  burmester,129900,97000,gasoline,435.0,jeep,varna,1,gray,5
mercedes-benz gle 53 4matic amg,130000,46000,gasoline,435.0,jeep,sofia,1,white,3
mercedes-benz gle 53 4matic amg| night package| pano| performance exhaust,134999,140824,gasoline,435.0,jeep,sofia,1,white,5
mercedes-benz gle 53 4matic burmester* pano* подгрев,115638,141435,gasoline,435.0,jeep,sofia,0,gray,5
"mercedes-benz gle 53 4matic amg, лизинг",139000,61800,gasoline,435.0,jeep,pazardzhik,1,black,5
mercedes-benz gle 53 4matic amg,139000,96000,gasoline,435.0,jeep,sofia,1,dark gray,5
mercedes-benz gle 53 4matic 4matic+ amg eq boost,139000,51800,gasoline,435.0,jeep,sofia,1,blue,4
mercedes-benz gle 53 4matic coupe eq boost exclusive night package,144999,109581,gasoline,435.0,coupe,sofia,0,gray,5
mercedes-benz gle 53 4matic coupe/full/лизинг,147000,75000,gasoline,435.0,coupe,sofia,0,gray,4
mercedes-benz gle 53 4matic,123999,130000,gasoline,435.0,jeep,sofia,0,blue,4
mercedes-benz gle 53 4matic амг/burm/обдух/панор/масаж/ нова/топ!!!,149000,36000,gasoline,435.0,jeep,blagoevgrad,0,white,4
mercedes-benz gle 53 4matic amg в гаранция до 11.2025г.,149900,59973,gasoline,435.0,jeep,ruse,1,black,4
mercedes-benz gle 53 4matic amg* 4m+ * distr* pano* led* 360cam*,128880,78100,gasoline,435.0,jeep,sofia,1,white,4
mercedes-benz gle 53 4matic head up* 4matic+ coupe,155000,44000,gasoline,435.0,coupe,sofia,0,red,5
mercedes-benz gle 53 4matic amg,160000,94000,gasoline,435.0,jeep,yambol,1,black,2
mercedes-benz gle 53 4matic amg coupe,136999,115500,gasoline,435.0,coupe,sofia,1,white,5
mercedes-benz gle 53 4matic amg,165000,65000,gasoline,435.0,jeep,sofia,1,white,4
mercedes-benz gle 53 4matic coupe,139999,100000,gasoline,435.0,coupe,sofia,0,black,4
mercedes-benz gle 53 4matic gle 53 amg,140000,64500,gasoline,435.0,jeep,plovdiv,1,black,2
mercedes-benz gle 53 4matic,172000,17000,gasoline,435.0,jeep,sofia,0,blue,3
mercedes-benz gle 53 4matic / amg/ airmatic/ night/ 360/ distronic/ led/ 21/,147780,37000,gasoline,435.0,jeep,sofia,1,dark gray,2
mercedes-benz gle 53 4matic amg,179900,38286,gasoline,435.0,jeep,ruse,1,gray,4
mercedes-benz gle 53 4matic amg coupe carbon burmester,188158,33500,gasoline,435.0,coupe,sofia,1,white,4
mercedes-benz gle 53 4matic amg coupe 4matic,156999,120000,gasoline,435.0,coupe,sofia,1,black,4
mercedes-benz gle 53 4matic burmester* 360* panorama 6+ 1* гаранация 2026г,158000,42500,gasoline,435.0,jeep,plovdiv,0,white,2
mercedes-benz gle 53 4matic  4matic+ coupe + amg+ pano,158758,32300,gasoline,435.0,coupe,sofia,1,white,4
mercedes-benz gle 53 4matic amg/4matic/камера/virtual/coupe,159900,40000,gasoline,435.0,coupe,varna,1,dark gray,4
mercedes-benz gle 53 4matic amg/4matic/камера/virtual/coupe,159900,40000,gasoline,435.0,coupe,sofia,1,dark gray,4
mercedes-benz gle 53 4matic / amg/ coupe/ airmatic/ 360/ head up/ night/ 22/,159980,22100,gasoline,435.0,coupe,sofia,1,black,3
mercedes-benz gle 53 4matic airmatic*pano*widescreen*360*app*mbux,163500,21000,gasoline,435.0,jeep,plovdiv,0,blue,3
mercedes-benz gle 53 4matic amg burmester,164638,38000,gasoline,435.0,jeep,sofia,1,white,2
mercedes-benz gle 53 4matic coupe burmester multibeam light pano matt,207900,23000,gasoline,435.0,coupe,sofia,0,black,2
mercedes-benz gle 53 4matic amg* distr* tv* burm* head-up* night*,173880,35600,gasoline,435.0,jeep,sofia,1,gray,3
mercedes-benz gle 53 4matic coupe* 360* burmester* night* mbux,175500,21450,gasoline,435.0,coupe,plovdiv,0,dark gray,4
mercedes-benz gle 53 4matic 4+ coupe / premium / carbon /facelift,176398,26100,gasoline,435.0,coupe,sofia,0,black,2
mercedes-benz gle 53 4matic amg/ facelift/ night/ pano/burm/ 360/ airmatic/ 21,177780,23284,gasoline,435.0,jeep,sofia,1,black,2
mercedes-benz gle 53 4matic 6+ 1,216800,8000,gasoline,435.0,jeep,burgas,0,black,1
mercedes-benz gle 53 4matic amg/ facelift/ night/ burm/ pano/ 360/ head up/ 22,181880,11000,gasoline,435.0,jeep,sofia,1,red,2
mercedes-benz gle 53 4matic 6+ 1,218800,8000,gasoline,435.0,jeep,plovdiv,0,black,0
mercedes-benz gle 53 4matic 4matic+ = panorama= гаранция,187840,5000,gasoline,455.0,jeep,sofia,0,white,1
mercedes-benz gle 53 4matic 7-местен,190000,25700,gasoline,435.0,jeep,veliko tarnovo,0,gray,1
mercedes-benz gle 53 4matic amg eq boost,229999,16000,gasoline,435.0,jeep,sofia,1,gray,2
mercedes-benz gle 53 4matic / amg/ facelift/ night/ pano/ burm/ 360/ head up/,192980,14000,gasoline,435.0,jeep,sofia,1,dark gray,2
mercedes-benz gle 53 4matic 4matic+ = advanced plus= гаранция,195840,9000,gasoline,435.0,jeep,sofia,0,black,1
mercedes-benz gle 53 4matic +  coupe amg facelift,195999,60,gasoline,455.0,coupe,sofia,1,black,0
mercedes-benz gle 53 4matic coupe 4matic+ = night package= гаранция,196670,8000,gasoline,455.0,coupe,sofia,0,black,2
mercedes-benz gle 53 4matic +,196999,19000,gasoline,435.0,jeep,sofia,0,black,2
mercedes-benz gle 53 4matic amg/facelift/night/pano/burmester/360/multibeaм/22,198980,9900,gasoline,435.0,jeep,sofia,1,dark gray,1
mercedes-benz gle 53 4matic 4m+ /pano/hud/burmester/6+ 1,199900,28000,gasoline,435.0,jeep,sofia,0,black,2
mercedes-benz gle 53 4matic 4m+ /pano/hud/burmester/6+ 1,199900,28000,gasoline,435.0,jeep,varna,0,black,2
mercedes-benz gle 53 4matic amg/ coupe/facelift/burm/pano/head up/airmatic/22/,201980,14700,gasoline,435.0,coupe,sofia,1,black,2
mercedes-benz gle 53 4matic coupe,242500,8000,gasoline,435.0,coupe,varna,0,gray,1
mercedes-benz gle 53 4matic 4matic + coupe amg facelift,203500,30,gasoline,455.0,coupe,sofia,1,blue,1
mercedes-benz gle 53 4matic amg/coupe/facelift/carbon/burm/360/hud/22/pano/,203980,21370,gasoline,435.0,coupe,sofia,1,dark gray,2
mercedes-benz gle 53 4matic amg,205999,7000,gasoline,435.0,jeep,sofia,1,black,2
mercedes-benz gle 53 4matic coupe 4matic+ = premium= гаранция,206340,7500,gasoline,435.0,coupe,sofia,0,white,1
mercedes-benz gle 53 4matic hybrid coupe,249900,8000,hybrid,544.0,coupe,varna,0,gray,1
mercedes-benz gle 53 4matic  coupe,215208,10,gasoline,435.0,coupe,sofia,0,gray,0
mercedes-benz gle 53 4matic amg/facelift/coupe/night/burm/pano/burm/head up/22,214980,9999,gasoline,435.0,coupe,sofia,1,dark gray,1
mercedes-benz gle 53 4matic + amg coupe,217999,19000,gasoline,435.0,coupe,sofia,1,black,2
mercedes-benz gle 53 4matic 4m+ coupé /pano/burm/full/,219520,16300,gasoline,435.0,coupe,sofia,0,black,1
mercedes-benz gle 53 4matic hybrid 4matic+ coupé = premium plus= гаранция,225670,7000,plug-in hybrid,619.0,jeep,sofia,0,black,1
mercedes-benz gle 53 4matic hybrid 4matic+ = premium plus= гаранция,229090,12000,plug-in hybrid,619.0,jeep,sofia,0,white,1
mercedes-benz gle 53 4matic hybrid 4matic+ = premium plus= гаранция,232670,14000,plug-in hybrid,619.0,jeep,sofia,0,black,1
mercedes-benz gle 53 4matic + amg facelift 7местен #100% #full#manufaktur#icar,235004,50,hybrid,455.0,jeep,stara zagora,1,gray,2
mercedes-benz gle 53 4matic hybrid 4matic+ coupé = premium plus= гаранция,236090,9000,plug-in hybrid,619.0,jeep,sofia,0,white,1
mercedes-benz gle 580 * amg* v8* 4matic* full,150000,65000,gasoline,489.0,jeep,veliko tarnovo,1,blue,5
mercedes-benz gle 580 amg/4matic/airmatic/обдухване/hud/камера360,129900,79500,gasoline,489.0,jeep,varna,1,white,3
mercedes-benz gle 580 amg/4matic/airmatic/обдухване/hud/камера360,129900,79500,gasoline,489.0,jeep,sofia,1,white,3
mercedes-benz gle 580 amg/4matic/petrol/electric,158900,93000,gasoline,490.0,jeep,sofia,1,black,4
mercedes-benz gle 580 amg 4matic burmester pano,137198,37900,gasoline,489.0,jeep,sofia,1,black,4
mercedes-benz gle 580 580 amg v8 biturbo eq boost,175000,45000,gasoline,489.0,jeep,plovdiv,1,gray,3
mercedes-benz gle 580 amg#distr#обдух#pano#360* cam#гаранция до 03-2027,209999,8500,gasoline,513.0,jeep,stara zagora,1,dark gray,2
mercedes-benz gle 580 4matic 6+ 1,213800,6000,gasoline,517.0,jeep,sofia,0,black,1
mercedes-benz gle 580 amg/facelift/4matic/night/burm/pano/head up/360/,195980,9725,gasoline,517.0,jeep,sofia,1,dark gray,2
mercedes-benz gle 580 4matic = amg line premium= гаранция,197090,7000,gasoline,539.0,jeep,sofia,1,black,1
mercedes-benz gle 580 4matic = amg line premium= гаранция,197420,7000,gasoline,539.0,jeep,sofia,1,gray,1
mercedes-benz gle 63 amg suv,68208,226000,gasoline,585.0,jeep,sofia,1,dark gray,9
mercedes-benz gle 63 amg,79999,160000,gasoline,585.0,jeep,plovdiv,1,black,9
mercedes-benz gle 63 amg coupe,107800,99000,gasoline,557.0,coupe,plovdiv,1,black,9
mercedes-benz gle 63 amg 4.0/571hp/4matic+ /amg/pano/360/042b,173999,55600,gasoline,571.0,jeep,sofia,1,white,4
mercedes-benz gle 63 s amg gle 63s amg,65000,160000,gasoline,585.0,jeep,dupnitsa,1,blue,9
mercedes-benz gle 63 s amg suv,68208,226000,gasoline,585.0,jeep,sofia,1,dark gray,9
mercedes-benz gle 63 s amg 4matic pano night pack  b&o tv carbon,77900,187000,gasoline,585.0,jeep,sofia,1,black,9
mercedes-benz gle 63 s amg,87000,163000,gasoline,585.0,jeep,blagoevgrad,1,white,10
mercedes-benz gle 63 s amg,87000,98000,gasoline,585.0,jeep,shumen,1,brown,10
mercedes-benz gle 63 s amg обслужен!,91666,134000,gasoline,585.0,coupe,plovdiv,1,gray,9
mercedes-benz gle 63 s amg 63s 700кс stage 2,94999,175669,gasoline,585.0,coupe,haskovo,1,white,9
mercedes-benz gle 63 s amg 4matic+ coupe,98000,196000,gasoline,585.0,coupe,plovdiv,1,black,9
"mercedes-benz gle 63 s amg 100000км, карбон, панорама, 585к.с",99900,100000,gasoline,585.0,jeep,plovdiv,1,black,9
mercedes-benz gle 63 s amg full!!!!!!!,99900,90000,gasoline,585.0,jeep,varna,1,black,8
mercedes-benz gle 63 s amg harman kardon/22 /carbon/coupe,99990,118000,gasoline,585.0,coupe,sofia,1,black,9
mercedes-benz gle 63 s amg,103500,97000,gasoline,585.0,jeep,varna,1,brown,7
mercedes-benz gle 63 s amg bang&olufsen/камера/multibeam/vilner design,124900,85000,gasoline,585.0,jeep,sofia,1,white,10
mercedes-benz gle 63 s amg gle 63s amg,147000,100000,gasoline,585.0,coupe,dupnitsa,1,brown,9
mercedes-benz gle 63 s amg s panorama* obduhvane* burm4d* eq boost&carbon,147999,122000,gasoline,612.0,jeep,plovdiv,1,black,4
mercedes-benz gle 63 s amg,160000,113000,gasoline,612.0,jeep,plovdiv,1,black,5
mercedes-benz gle 63 s amg 37000 км,136000,37000,gasoline,585.0,coupe,blagoevgrad,1,blue,5
mercedes-benz gle 63 s amg carbon* ceramic* panorama* full,185000,113000,gasoline,612.0,jeep,plovdiv,1,black,3
mercedes-benz gle 63 s amg mercedes-benz gle 63 s amg coupe* panorama* head u,190000,45000,gasoline,612.0,coupe,sofia,1,dark gray,4
mercedes-benz gle 63 s amg 4matic/pano/burmesrter/navi/33000км!!!,199990,33000,gasoline,612.0,jeep,sofia,1,blue,4
mercedes-benz gle 63 s amg s 4m+ mbux/multibeam/pan,180318,32000,gasoline,612.0,jeep,sofia,1,black,2
mercedes-benz gle 63 s amg 4m 360 headup burm pano,188900,32000,gasoline,612.0,jeep,sofia,1,black,2
mercedes-benz gle 63 s amg,194040,80000,gasoline,612.0,jeep,veliko tarnovo,1,red,3
mercedes-benz gle 63 s amg coupe*panorama*head up*keyless*burmester,236880,25000,gasoline,612.0,coupe,sofia,1,dark gray,4
mercedes-benz gle 63 s amg /coupe/4m/carbon/pano/burm/head up/360/active ride,199980,48000,gasoline,612.0,coupe,sofia,1,black,4
mercedes-benz gle 63 s amg 4matic,249900,12000,gasoline,612.0,jeep,sofia,1,gray,2
mercedes-benz gle 63 s amg,249999,37000,gasoline,600.0,jeep,varna,1,black,2
mercedes-benz gle 63 s amg 4-matic night pano burm,251700,26800,gasoline,612.0,jeep,varna,1,black,3
mercedes-benz gle 63 s amg 4m+*multibeam*mbux*pano*abgas*mbux*,213500,62500,gasoline,612.0,jeep,plovdiv,1,white,4
mercedes-benz gle 63 s amg 4matic+ = carbon= гаранция,218500,10500,gasoline,634.0,jeep,sofia,1,black,2
mercedes-benz gle 63 s amg /4matic/facelift/carbon/exclusiv/burm/pano/head up,219980,13935,gasoline,612.0,jeep,sofia,1,black,2
mercedes-benz gle 63 s amg /4m/coupe/facelift/carbon/burm/head up/360/pano/22,231680,13500,gasoline,612.0,coupe,sofia,1,white,2
mercedes-benz gle 63 s amg /4m/coupe/facelift/burm/pano/hud/360/active ride/,234780,650,gasoline,612.0,coupe,sofia,1,black,1
mercedes-benz gle 63 s amg /4matic/facelift/ceramic/carbon/night/pano/burm/22,235780,28660,gasoline,612.0,jeep,sofia,1,dark gray,2
mercedes-benz gle 63 s amg coupe* pano* burmester* distr* keyless&,237700,18000,gasoline,612.0,coupe,sofia,1,black,2
mercedes-benz gle 63 s amg 4matic,238999,43250,gasoline,612.0,jeep,sofia,1,black,2
mercedes-benz gle 63 s amg /4matic/facelift/carbon/ride control/burm/360/pano,239980,13400,gasoline,612.0,jeep,sofia,1,black,1
mercedes-benz gle 63 s amg 4matic+ = night package= гаранция,240500,8000,gasoline,634.0,jeep,sofia,1,white,1
mercedes-benz gle 63 s amg coupe 4matic+ = night package= гаранция,252840,12000,gasoline,639.0,coupe,sofia,1,white,1
mercedes-benz gle coupe gle coupe 350 d 4matic amg styling,62500,170000,diesel,260.0,coupe,plovdiv,1,black,10
mercedes-benz gle coupe  coupe,65000,136187,diesel,258.0,coupe,sofia,0,blue,9
mercedes-benz gle coupe топ !!,67000,193000,diesel,258.0,coupe,plovdiv,0,dark gray,8
"mercedes-benz gle coupe gle coupe, 350d, 4matic, amg, 9g tronic, 360* каме",68000,170000,diesel,258.0,coupe,sofia,1,gray,8
mercedes-benz gle coupe 3.5 amg switzerland import,68302,174000,diesel,258.0,coupe,sofia,1,white,9
mercedes-benz gle coupe amg 4matic,69000,107000,gasoline,455.0,coupe,plovdiv,1,red,7
mercedes-benz gle coupe 350 d amg,70000,190000,diesel,254.0,coupe,sofia,1,white,10
mercedes-benz gle coupe gle 350 cdi 360 camera - вакум,70499,227500,diesel,258.0,coupe,kardzhali,0,black,8
mercedes-benz gle coupe 350d amg optic,70500,127854,diesel,258.0,coupe,sofia,1,white,9
mercedes-benz gle coupe 350cdi/amg/4-matic/9ск/soft close/360 камера,72900,155000,diesel,258.0,coupe,sliven,1,dark gray,9
"mercedes-benz gle coupe amg, distr, 360 cam",73999,138000,diesel,258.0,coupe,sofia,1,black,9
mercedes-benz gle coupe coupe amg optic . 4matik. panorama kylessgo. 9g.,74800,170000,diesel,258.0,coupe,pernik,1,white,9
mercedes-benz gle coupe 350d= 4matic= 63 amg= distronic= harman/kardon=,74999,200000,diesel,258.0,coupe,pazardzhik,1,black,8
mercedes-benz gle coupe 450 amg biturbo,75000,136000,gasoline,367.0,coupe,sofia,1,white,9
mercedes-benz gle coupe amg* 4x4* night pack* pano* germany* лизинг*,75888,196444,diesel,256.0,coupe,sofia,1,white,9
mercedes-benz gle coupe на пружини и реални километри!,76999,158321,diesel,258.0,coupe,sofia,0,white,8
mercedes-benz gle coupe 350cdi#amg#,79000,99200,diesel,258.0,coupe,varna,1,blue,8
mercedes-benz gle coupe,79999,137000,gasoline,333.0,coupe,plovdiv,0,black,9
